hire_ref;booked_on;depot;region;asset_ref;asset_name;hire_days;day_rate_gbp;account_ref;status;delivered
H106724;08/11/2023;Norwich Depot;East;EX-140;13T Excavator;5;326.17;ACC0248;completed;Y
H106725;15/09/2024;Glasgow Depot;Scotland;HD-BRK;Hydraulic Breaker;1;59.91;;completed;Y
H106726;10/12/2024;Bristol Depot;South West;PB-15;Powered Barrow;3;38.56;ACC0207;completed;Y
H106727;05/05/2024;Leeds Depot;North;EX-140;13T Excavator;3;304.57;ACC0145;completed;Y
H106728;29/01/2024;Glasgow Depot;Scotland;CM-350;Concrete Mixer 350L;3;36.14;ACC0202;completed;Y
H106729;15/07/2023;Bristol Depot;South West;SF-TOW;Site Tower Light;1;50.66;ACC0084;completed;Y
H106730;08/05/2024;Norwich Depot;East;GEN-60;60kVA Generator;1;95.35;ACC0020;completed;Y
H106731;11/03/2024;Leeds Depot;North;DM-09;Diesel Dumper 9T;2;137.11;ACC0078;completed;Y
H106732;09/12/2023;Cardiff Depot;Wales;WP-02;Water Pump 2in;-1;22.52;ACC0070;cancelled;N
H106733;19/12/2023;Glasgow Depot;Scotland;DM-09;Diesel Dumper 9T;1;135.55;ACC0178;completed;Y
H106734;04/12/2023;Leeds Depot;North;CM-350;Concrete Mixer 350L;5;31.5;ACC0043;completed;Y
H106735;17/12/2024;Leeds Depot;North;WP-02;Water Pump 2in;2;21.61;ACC0198;completed;Y
H106736;14/06/2023;Glasgow Depot;Scotland;SC-22;Scissor Lift 22ft;1;72.87;ACC0009;open;Y
H106737;03/08/2024;Glasgow Depot;Scotland;EX-140;13T Excavator;7;312.84;;completed;Y
H106738;04/10/2023;Bristol Depot;South West;SC-22;Scissor Lift 22ft;5;78.87;ACC0069;completed;Y
H106739;30/04/2023;Glasgow Depot;Scotland;GEN-60;60kVA Generator;5;95.08;;completed;Y
H106740;02/05/2024;Glasgow Depot;Scotland;TL-01;Telehandler 4m;1;185.63;;completed;Y
H106741;05/11/2024;Cardiff Depot;Wales;DM-09;Diesel Dumper 9T;2;140.85;ACC0169;completed;Y
H106742;23/12/2023;Leeds Depot;North;SF-TOW;Site Tower Light;-1;50.89;ACC0245;cancelled;Y
H106743;26/12/2023;Leeds Depot;North;PB-15;Powered Barrow;3;41.01;ACC0024;completed;Y
H106744;30/08/2023;Cardiff Depot;Wales;EX-140;13T Excavator;1;333.12;ACC0077;completed;Y
H106745;02/11/2023;Bristol Depot;South West;HD-BRK;Hydraulic Breaker;5;68.14;ACC0159;completed;N
H106746;30/09/2023;Glasgow Depot;Scotland;DM-09;Diesel Dumper 9T;5;141.43;ACC0171;completed;Y
H106747;03/12/2024;Cardiff Depot;Wales;SC-22;Scissor Lift 22ft;3;75.41;ACC0246;open;Y
H106748;05/05/2023;Norwich Depot;East;DM-09;Diesel Dumper 9T;1;137.4;ACC0075;completed;Y
H106749;22/03/2024;Norwich Depot;East;SF-TOW;Site Tower Light;1;56.13;ACC0187;open;Y
H106750;11/03/2024;Leeds Depot;North;SF-TOW;Site Tower Light;5;54.91;ACC0162;open;Y
H106751;21/12/2024;Norwich Depot;East;WP-02;Water Pump 2in;1;23.44;ACC0080;completed;N
H106752;09/10/2023;Leeds Depot;North;WP-02;Water Pump 2in;-14;22.18;ACC0027;cancelled;Y
H106753;15/05/2024;Bristol Depot;South West;CM-350;Concrete Mixer 350L;3;32.42;ACC0084;completed;Y
H106754;15/08/2024;Norwich Depot;East;PB-15;Powered Barrow;1;44.2;ACC0259;completed;Y
H106755;19/02/2024;Cardiff Depot;Wales;SC-22;Scissor Lift 22ft;-5;84.21;ACC0058;cancelled;N
H106756;29/01/2024;Norwich Depot;East;WP-02;Water Pump 2in;1;21.98;ACC0078;completed;Y
H106757;11/09/2024;Norwich Depot;East;CM-350;Concrete Mixer 350L;1;32.21;;completed;Y
H106758;21/07/2023;Leeds Depot;North;CM-350;Concrete Mixer 350L;3;34.71;ACC0070;completed;Y
H106759;19/02/2024;Leeds Depot;North;DM-09;Diesel Dumper 9T;1;152.96;ACC0203;completed;Y
H106760;27/04/2024;Glasgow Depot;Scotland;SC-22;Scissor Lift 22ft;7;78.84;ACC0101;open;Y
H106761;24/11/2024;Glasgow Depot;Scotland;SC-22;Scissor Lift 22ft;1;77.82;ACC0166;completed;Y
H106762;05/11/2024;Glasgow Depot;Scotland;WP-02;Water Pump 2in;-2;23.91;ACC0183;cancelled;Y
H106763;08/04/2024;Norwich Depot;East;WP-02;Water Pump 2in;1;22.93;ACC0160;completed;Y
H106764;02/06/2023;Cardiff Depot;Wales;WP-02;Water Pump 2in;-2;22.5;;cancelled;Y
H106765;02/09/2023;Leeds Depot;North;HD-BRK;Hydraulic Breaker;1;64.3;ACC0015;completed;Y
H106766;27/05/2024;Bristol Depot;South West;TL-01;Telehandler 4m;1;184.04;ACC0088;completed;Y
H106767;24/11/2024;Norwich Depot;East;SC-22;Scissor Lift 22ft;-7;78.68;;cancelled;N
H106768;26/02/2024;Glasgow Depot;Scotland;DM-09;Diesel Dumper 9T;1;141.94;ACC0066;open;Y
H106769;04/09/2023;Glasgow Depot;Scotland;SC-22;Scissor Lift 22ft;1;75.77;ACC0136;completed;Y
H106770;23/09/2023;Leeds Depot;North;PB-15;Powered Barrow;1;43.53;ACC0244;completed;N
H106771;14/08/2023;Cardiff Depot;Wales;WP-02;Water Pump 2in;2;21.21;ACC0041;completed;Y
H106772;03/09/2024;Leeds Depot;North;SC-22;Scissor Lift 22ft;1;78.06;ACC0201;open;N
H106773;15/08/2024;Glasgow Depot;Scotland;SC-22;Scissor Lift 22ft;5;74.33;;completed;Y
H106774;15/08/2023;Bristol Depot;South West;PB-15;Powered Barrow;1;38.4;;completed;Y
H106775;17/05/2024;Glasgow Depot;Scotland;SC-22;Scissor Lift 22ft;5;77.35;ACC0159;completed;Y
H106776;04/09/2023;Cardiff Depot;Wales;SF-TOW;Site Tower Light;1;50.26;ACC0004;open;Y
H106777;27/07/2024;Leeds Depot;North;GEN-60;60kVA Generator;-1;97.78;;cancelled;N
H106778;04/07/2024;Leeds Depot;North;CM-350;Concrete Mixer 350L;-2;32.77;ACC0012;cancelled;Y
H106779;24/04/2024;Leeds Depot;North;DM-09;Diesel Dumper 9T;1;150.88;;completed;Y
H106780;03/11/2023;Cardiff Depot;Wales;WP-02;Water Pump 2in;1;21.8;ACC0175;completed;Y
H106781;28/06/2024;Leeds Depot;North;PB-15;Powered Barrow;3;43.55;ACC0125;completed;Y
H106782;09/01/2024;Glasgow Depot;Scotland;GEN-60;60kVA Generator;1;90.13;ACC0116;completed;Y
H106783;02/04/2023;Bristol Depot;South West;SF-TOW;Site Tower Light;3;51.95;ACC0086;completed;Y
H106784;26/11/2023;Bristol Depot;South West;WP-02;Water Pump 2in;1;23.08;ACC0085;completed;Y
H106785;31/12/2023;Norwich Depot;East;TL-01;Telehandler 4m;7;175.41;ACC0189;completed;Y
H106786;26/09/2024;Glasgow Depot;Scotland;CM-350;Concrete Mixer 350L;28;35.19;ACC0114;completed;Y
H106787;23/05/2023;Norwich Depot;East;DM-09;Diesel Dumper 9T;1;155.62;ACC0248;completed;Y
H106788;01/10/2023;Leeds Depot;North;PB-15;Powered Barrow;7;42.16;ACC0006;completed;Y
H106789;20/04/2024;Cardiff Depot;Wales;CM-350;Concrete Mixer 350L;1;36.61;ACC0043;completed;Y
H106790;31/12/2024;Norwich Depot;East;SF-TOW;Site Tower Light;1;54.15;;completed;Y
H106791;17/01/2024;Leeds Depot;North;EX-140;13T Excavator;1;323.96;ACC0223;completed;Y
H106792;28/09/2024;Cardiff Depot;Wales;SC-22;Scissor Lift 22ft;5;79.24;ACC0216;completed;Y
H106793;21/12/2023;Norwich Depot;East;DM-09;Diesel Dumper 9T;1;142.62;ACC0207;completed;N
H106794;09/05/2024;Glasgow Depot;Scotland;CM-350;Concrete Mixer 350L;28;35.1;ACC0036;completed;N
H106795;27/01/2024;Cardiff Depot;Wales;HD-BRK;Hydraulic Breaker;3;67.61;ACC0089;completed;N
H106796;28/01/2024;Cardiff Depot;Wales;WP-02;Water Pump 2in;3;22.56;ACC0205;completed;Y
H106797;15/08/2023;Cardiff Depot;Wales;GEN-60;60kVA Generator;1;96.54;;completed;Y
H106798;07/09/2023;Norwich Depot;East;SC-22;Scissor Lift 22ft;3;80.18;ACC0148;completed;Y
H106799;24/09/2023;Cardiff Depot;Wales;EX-140;13T Excavator;2;297.55;ACC0157;completed;Y
H106800;26/12/2023;Leeds Depot;North;SF-TOW;Site Tower Light;1;51.04;ACC0234;completed;Y
H106801;25/10/2024;Cardiff Depot;Wales;DM-09;Diesel Dumper 9T;3;142.17;ACC0220;completed;Y
H106802;22/07/2024;Leeds Depot;North;PB-15;Powered Barrow;7;37.99;ACC0148;completed;Y
H106803;09/12/2023;Cardiff Depot;Wales;HD-BRK;Hydraulic Breaker;2;63.55;ACC0066;completed;Y
H106804;15/12/2024;Glasgow Depot;Scotland;CM-350;Concrete Mixer 350L;5;33.59;ACC0042;completed;Y
H106805;17/01/2024;Norwich Depot;East;GEN-60;60kVA Generator;2;98.1;ACC0211;completed;Y
H106806;01/02/2024;Cardiff Depot;Wales;EX-140;13T Excavator;1;314.15;ACC0069;completed;Y
H106807;30/09/2023;Glasgow Depot;Scotland;TL-01;Telehandler 4m;3;192.04;ACC0172;open;Y
H106808;01/01/2024;Cardiff Depot;Wales;CM-350;Concrete Mixer 350L;1;32.66;ACC0215;completed;Y
H106809;16/08/2023;Norwich Depot;East;CM-350;Concrete Mixer 350L;1;32.08;ACC0095;completed;Y
H106810;08/03/2024;Leeds Depot;North;TL-01;Telehandler 4m;2;175.6;ACC0006;completed;Y
H106811;14/02/2024;Bristol Depot;South West;PB-15;Powered Barrow;5;40.07;ACC0170;completed;Y
H106812;01/07/2023;Cardiff Depot;Wales;WP-02;Water Pump 2in;1;21.29;ACC0102;completed;Y
H106813;15/11/2024;Bristol Depot;South West;WP-02;Water Pump 2in;2;23.16;ACC0197;completed;Y
H106814;10/07/2024;Cardiff Depot;Wales;HD-BRK;Hydraulic Breaker;1;68.71;ACC0077;completed;Y
H106815;21/12/2024;Bristol Depot;South West;CM-350;Concrete Mixer 350L;2;33.58;ACC0075;open;N
H106816;10/08/2024;Norwich Depot;East;CM-350;Concrete Mixer 350L;2;34.54;ACC0228;completed;Y
H106817;27/04/2024;Cardiff Depot;Wales;WP-02;Water Pump 2in;14;23.28;ACC0094;completed;Y
H106818;21/09/2023;Glasgow Depot;Scotland;WP-02;Water Pump 2in;1;22.26;ACC0174;completed;Y
H106819;11/07/2023;Leeds Depot;North;SC-22;Scissor Lift 22ft;14;76.71;ACC0200;completed;Y
H106820;13/05/2023;Norwich Depot;East;DM-09;Diesel Dumper 9T;2;147.25;ACC0234;completed;Y
H106821;24/12/2024;Bristol Depot;South West;CM-350;Concrete Mixer 350L;2;33.29;ACC0032;completed;Y
H106822;22/05/2023;Leeds Depot;North;SF-TOW;Site Tower Light;1;48.97;ACC0034;completed;N
H106823;18/04/2023;Norwich Depot;East;PB-15;Powered Barrow;14;42.53;ACC0198;completed;Y
H106824;09/09/2024;Glasgow Depot;Scotland;TL-01;Telehandler 4m;7;184.06;ACC0228;completed;Y
H106825;16/05/2023;Leeds Depot;North;SF-TOW;Site Tower Light;5;53.9;ACC0027;completed;Y
H106826;13/09/2023;Leeds Depot;North;GEN-60;60kVA Generator;1;89.96;ACC0095;completed;Y
H106827;24/08/2023;Leeds Depot;North;TL-01;Telehandler 4m;2;185.82;ACC0052;completed;Y
H106828;06/09/2023;Norwich Depot;East;SC-22;Scissor Lift 22ft;2;76.09;ACC0059;completed;Y
H106829;26/05/2023;Leeds Depot;North;GEN-60;60kVA Generator;5;93.72;ACC0086;completed;Y
H106830;24/10/2023;Bristol Depot;South West;SF-TOW;Site Tower Light;5;53.59;ACC0059;completed;Y
H106831;03/11/2024;Cardiff Depot;Wales;PB-15;Powered Barrow;5;38.8;ACC0097;completed;Y
H106832;13/07/2023;Leeds Depot;North;EX-140;13T Excavator;5;286.84;ACC0149;completed;N
H106833;30/08/2024;Leeds Depot;North;CM-350;Concrete Mixer 350L;7;34.52;;completed;Y
H106834;26/06/2023;Leeds Depot;North;WP-02;Water Pump 2in;-2;24.04;;cancelled;Y
H106835;23/10/2023;Cardiff Depot;Wales;TL-01;Telehandler 4m;3;198.15;ACC0223;completed;Y
H106836;10/09/2023;Norwich Depot;East;CM-350;Concrete Mixer 350L;-3;35.87;ACC0183;cancelled;Y
H106837;04/09/2023;Norwich Depot;East;SC-22;Scissor Lift 22ft;2;76.22;ACC0078;completed;Y
H106838;18/08/2024;Cardiff Depot;Wales;HD-BRK;Hydraulic Breaker;5;63.3;ACC0257;completed;Y
H106839;25/11/2024;Glasgow Depot;Scotland;DM-09;Diesel Dumper 9T;1;137.86;ACC0052;completed;Y
H106840;22/12/2024;Norwich Depot;East;TL-01;Telehandler 4m;7;188.74;ACC0157;completed;Y
H106841;13/06/2024;Glasgow Depot;Scotland;SF-TOW;Site Tower Light;14;53.22;ACC0106;completed;N
H106842;15/03/2024;Bristol Depot;South West;EX-140;13T Excavator;5;325.39;ACC0125;completed;Y
H106843;21/08/2023;Bristol Depot;South West;CM-350;Concrete Mixer 350L;5;36.03;ACC0057;completed;Y
H106844;08/12/2024;Leeds Depot;North;TL-01;Telehandler 4m;7;173.13;ACC0156;completed;Y
H106845;24/07/2023;Norwich Depot;East;SC-22;Scissor Lift 22ft;2;79.1;ACC0190;completed;Y
H106846;29/11/2024;Norwich Depot;East;HD-BRK;Hydraulic Breaker;5;65.11;ACC0058;completed;N
H106847;23/02/2024;Leeds Depot;North;PB-15;Powered Barrow;14;43.35;ACC0059;completed;Y
H106848;16/10/2023;Cardiff Depot;Wales;CM-350;Concrete Mixer 350L;2;31.94;;completed;Y
H106849;01/01/2024;Glasgow Depot;Scotland;PB-15;Powered Barrow;2;43.0;ACC0003;completed;Y
H106850;22/09/2024;Bristol Depot;South West;TL-01;Telehandler 4m;-5;175.84;ACC0149;cancelled;N
H106851;24/03/2024;Norwich Depot;East;SC-22;Scissor Lift 22ft;3;80.46;ACC0180;open;Y
H106852;26/11/2023;Norwich Depot;East;GEN-60;60kVA Generator;5;97.53;ACC0070;completed;Y
H106853;05/03/2024;Leeds Depot;North;CM-350;Concrete Mixer 350L;5;36.6;;completed;Y
H106854;23/02/2024;Cardiff Depot;Wales;GEN-60;60kVA Generator;1;88.5;ACC0023;completed;Y
H106855;14/04/2023;Cardiff Depot;Wales;HD-BRK;Hydraulic Breaker;3;66.75;;open;Y
H106856;19/08/2024;Norwich Depot;East;WP-02;Water Pump 2in;14;22.96;ACC0188;completed;N
H106857;17/10/2024;Leeds Depot;North;EX-140;13T Excavator;1;293.97;ACC0157;completed;Y
H106858;26/06/2023;Glasgow Depot;Scotland;EX-140;13T Excavator;1;304.83;ACC0144;completed;Y
H106859;21/10/2024;Bristol Depot;South West;SC-22;Scissor Lift 22ft;14;73.11;ACC0114;completed;N
H106860;31/10/2023;Leeds Depot;North;HD-BRK;Hydraulic Breaker;5;60.32;ACC0257;completed;Y
H106861;07/06/2023;Cardiff Depot;Wales;WP-02;Water Pump 2in;1;22.77;ACC0213;completed;Y
H106862;23/07/2024;Glasgow Depot;Scotland;SC-22;Scissor Lift 22ft;-3;77.39;ACC0091;cancelled;Y
H106863;06/07/2023;Bristol Depot;South West;SC-22;Scissor Lift 22ft;7;84.38;ACC0057;completed;Y
H106864;12/09/2024;Bristol Depot;South West;DM-09;Diesel Dumper 9T;2;145.71;ACC0029;completed;Y
H106865;22/05/2023;Leeds Depot;North;WP-02;Water Pump 2in;5;22.12;ACC0066;completed;Y
H106866;16/09/2024;Glasgow Depot;Scotland;SF-TOW;Site Tower Light;2;48.59;ACC0083;completed;N
H106867;17/02/2024;Cardiff Depot;Wales;WP-02;Water Pump 2in;3;23.44;ACC0181;completed;Y
H106868;21/06/2024;Cardiff Depot;Wales;WP-02;Water Pump 2in;-14;23.69;;cancelled;N
H106869;20/05/2024;Leeds Depot;North;SC-22;Scissor Lift 22ft;2;80.54;ACC0161;completed;N
H106870;23/10/2024;Norwich Depot;East;WP-02;Water Pump 2in;1;20.96;ACC0194;completed;Y
H106871;12/05/2024;Leeds Depot;North;GEN-60;60kVA Generator;5;92.86;ACC0168;completed;Y
H106872;03/08/2024;Bristol Depot;South West;WP-02;Water Pump 2in;3;21.52;ACC0118;completed;N
H106873;18/08/2024;Glasgow Depot;Scotland;SC-22;Scissor Lift 22ft;14;73.48;ACC0117;completed;Y
H106874;09/06/2023;Cardiff Depot;Wales;DM-09;Diesel Dumper 9T;14;150.76;;completed;Y
H106875;30/08/2024;Glasgow Depot;Scotland;SF-TOW;Site Tower Light;1;52.6;ACC0018;completed;Y
H106876;20/09/2024;Bristol Depot;South West;DM-09;Diesel Dumper 9T;5;134.31;ACC0167;completed;Y
H106877;10/01/2024;Glasgow Depot;Scotland;SF-TOW;Site Tower Light;3;55.51;ACC0173;completed;Y
H106878;13/03/2024;Cardiff Depot;Wales;SF-TOW;Site Tower Light;28;54.46;ACC0253;completed;Y
H106879;23/09/2024;Leeds Depot;North;HD-BRK;Hydraulic Breaker;1;62.3;ACC0091;completed;Y
H106880;18/08/2024;Cardiff Depot;Wales;HD-BRK;Hydraulic Breaker;3;63.22;ACC0166;completed;Y
H106881;11/04/2023;Norwich Depot;East;SC-22;Scissor Lift 22ft;5;79.76;ACC0134;completed;Y
H106882;09/04/2023;Bristol Depot;South West;WP-02;Water Pump 2in;1;22.55;ACC0101;completed;Y
H106883;05/10/2023;Glasgow Depot;Scotland;GEN-60;60kVA Generator;1;90.21;ACC0102;completed;Y
H106884;17/02/2024;Leeds Depot;North;CM-350;Concrete Mixer 350L;28;35.03;ACC0133;completed;Y
H106885;31/12/2024;Norwich Depot;East;GEN-60;60kVA Generator;1;90.11;;completed;Y
H106886;03/04/2024;Leeds Depot;North;CM-350;Concrete Mixer 350L;1;36.35;ACC0187;completed;Y
H106887;03/11/2023;Norwich Depot;East;GEN-60;60kVA Generator;28;91.99;ACC0254;completed;Y
H106888;13/08/2024;Bristol Depot;South West;PB-15;Powered Barrow;7;39.13;ACC0111;completed;N
H106889;09/09/2024;Bristol Depot;South West;TL-01;Telehandler 4m;3;183.34;ACC0250;completed;Y
H106890;28/11/2024;Leeds Depot;North;WP-02;Water Pump 2in;7;22.54;ACC0169;completed;Y
H106891;24/03/2024;Bristol Depot;South West;TL-01;Telehandler 4m;2;180.14;ACC0055;completed;Y
H106892;24/06/2024;Cardiff Depot;Wales;CM-350;Concrete Mixer 350L;1;34.32;ACC0105;completed;Y
H106893;08/01/2024;Cardiff Depot;Wales;PB-15;Powered Barrow;1;43.03;ACC0024;completed;Y
H106894;08/12/2024;Norwich Depot;East;PB-15;Powered Barrow;1;39.35;ACC0170;completed;Y
H106895;27/10/2024;Cardiff Depot;Wales;SF-TOW;Site Tower Light;2;49.2;ACC0080;open;Y
H106896;03/12/2024;Cardiff Depot;Wales;GEN-60;60kVA Generator;1;101.59;ACC0027;completed;Y
H106897;05/11/2023;Cardiff Depot;Wales;WP-02;Water Pump 2in;5;23.05;ACC0021;completed;Y
H106898;09/05/2023;Bristol Depot;South West;DM-09;Diesel Dumper 9T;3;137.31;ACC0151;completed;N
H106899;04/07/2024;Glasgow Depot;Scotland;HD-BRK;Hydraulic Breaker;1;67.19;;open;Y
H106900;28/10/2024;Norwich Depot;East;TL-01;Telehandler 4m;2;184.74;ACC0096;completed;N
H106901;26/09/2023;Bristol Depot;South West;SF-TOW;Site Tower Light;5;54.99;ACC0259;completed;Y
H106902;05/04/2024;Leeds Depot;North;HD-BRK;Hydraulic Breaker;2;59.04;ACC0023;completed;Y
H106903;05/11/2023;Cardiff Depot;Wales;PB-15;Powered Barrow;3;43.38;ACC0092;completed;Y
H106904;23/07/2023;Bristol Depot;South West;SF-TOW;Site Tower Light;2;55.64;ACC0251;completed;Y
H106905;30/06/2024;Glasgow Depot;Scotland;DM-09;Diesel Dumper 9T;1;155.74;ACC0237;completed;Y
H106906;10/02/2024;Bristol Depot;South West;DM-09;Diesel Dumper 9T;2;134.53;ACC0001;completed;Y
H106907;10/07/2024;Leeds Depot;North;SC-22;Scissor Lift 22ft;2;78.31;ACC0061;completed;N
H106908;29/10/2024;Cardiff Depot;Wales;SF-TOW;Site Tower Light;5;50.82;ACC0237;completed;Y
H106909;26/03/2024;Norwich Depot;East;GEN-60;60kVA Generator;5;91.75;ACC0248;completed;Y
H106910;07/09/2024;Cardiff Depot;Wales;SC-22;Scissor Lift 22ft;2;73.06;ACC0256;completed;Y
H106911;24/09/2024;Cardiff Depot;Wales;WP-02;Water Pump 2in;2;24.17;ACC0140;completed;Y
H106912;10/07/2023;Leeds Depot;North;CM-350;Concrete Mixer 350L;3;32.9;ACC0064;open;N
H106913;02/02/2024;Leeds Depot;North;WP-02;Water Pump 2in;7;20.9;ACC0226;completed;Y
H106914;22/03/2024;Norwich Depot;East;WP-02;Water Pump 2in;14;23.22;ACC0029;completed;N
H106915;08/07/2023;Cardiff Depot;Wales;SF-TOW;Site Tower Light;2;48.94;ACC0103;completed;Y
H106916;05/06/2023;Bristol Depot;South West;CM-350;Concrete Mixer 350L;3;33.75;ACC0163;completed;Y
H106917;15/04/2024;Leeds Depot;North;SC-22;Scissor Lift 22ft;5;72.55;;completed;N
H106918;25/12/2024;Bristol Depot;South West;DM-09;Diesel Dumper 9T;2;152.49;ACC0227;completed;N
H106919;20/06/2023;Glasgow Depot;Scotland;PB-15;Powered Barrow;2;43.6;;completed;Y
H106920;27/11/2023;Bristol Depot;South West;TL-01;Telehandler 4m;1;184.02;ACC0235;completed;Y
H106921;07/10/2023;Norwich Depot;East;SC-22;Scissor Lift 22ft;14;84.29;ACC0009;open;Y
H106922;14/07/2023;Bristol Depot;South West;TL-01;Telehandler 4m;7;195.95;ACC0237;completed;Y
H106923;16/07/2024;Leeds Depot;North;SC-22;Scissor Lift 22ft;1;76.91;ACC0023;completed;Y
H106924;17/07/2023;Norwich Depot;East;CM-350;Concrete Mixer 350L;2;35.23;ACC0080;completed;Y
H106925;09/08/2023;Glasgow Depot;Scotland;GEN-60;60kVA Generator;2;93.05;ACC0043;completed;Y
H106926;21/04/2024;Glasgow Depot;Scotland;SF-TOW;Site Tower Light;3;52.65;;completed;Y
H106927;17/08/2023;Leeds Depot;North;HD-BRK;Hydraulic Breaker;3;60.97;;completed;N
H106928;28/08/2024;Glasgow Depot;Scotland;PB-15;Powered Barrow;1;40.81;ACC0012;completed;Y
H106929;15/11/2023;Cardiff Depot;Wales;WP-02;Water Pump 2in;2;21.13;ACC0219;completed;Y
H106930;03/10/2024;Norwich Depot;East;PB-15;Powered Barrow;5;39.39;ACC0065;completed;Y
H106931;01/03/2024;Leeds Depot;North;SF-TOW;Site Tower Light;7;48.41;ACC0057;completed;Y
H106932;27/05/2024;Bristol Depot;South West;PB-15;Powered Barrow;-1;43.12;ACC0048;cancelled;Y
H106933;08/12/2024;Leeds Depot;North;CM-350;Concrete Mixer 350L;5;33.12;ACC0121;completed;Y
H106934;23/04/2023;Norwich Depot;East;PB-15;Powered Barrow;1;42.02;ACC0024;completed;Y
H106935;13/06/2024;Leeds Depot;North;GEN-60;60kVA Generator;1;89.15;ACC0041;completed;Y
H106936;03/04/2023;Cardiff Depot;Wales;TL-01;Telehandler 4m;28;176.97;ACC0070;completed;Y
H106937;11/12/2023;Bristol Depot;South West;TL-01;Telehandler 4m;3;186.98;ACC0101;completed;Y
H106938;10/10/2024;Leeds Depot;North;WP-02;Water Pump 2in;-1;21.54;ACC0184;cancelled;Y
H106939;06/04/2024;Cardiff Depot;Wales;CM-350;Concrete Mixer 350L;14;32.3;ACC0168;completed;Y
H106940;06/06/2024;Leeds Depot;North;WP-02;Water Pump 2in;28;22.26;ACC0195;completed;Y
H106941;07/05/2023;Glasgow Depot;Scotland;SC-22;Scissor Lift 22ft;-3;78.0;;cancelled;Y
H106942;18/04/2024;Cardiff Depot;Wales;HD-BRK;Hydraulic Breaker;3;63.22;;completed;Y
H106943;22/12/2024;Glasgow Depot;Scotland;SF-TOW;Site Tower Light;14;54.28;ACC0254;completed;Y
H106944;23/07/2023;Cardiff Depot;Wales;SC-22;Scissor Lift 22ft;1;80.27;ACC0049;completed;Y
H106945;19/08/2023;Leeds Depot;North;TL-01;Telehandler 4m;1;179.44;ACC0066;open;Y
H106946;05/08/2023;Glasgow Depot;Scotland;GEN-60;60kVA Generator;3;103.67;ACC0128;completed;Y
H106947;28/06/2023;Cardiff Depot;Wales;GEN-60;60kVA Generator;2;101.27;ACC0008;completed;N
H106948;11/10/2024;Cardiff Depot;Wales;SC-22;Scissor Lift 22ft;3;72.4;ACC0049;completed;Y
H106949;22/08/2023;Leeds Depot;North;GEN-60;60kVA Generator;14;97.89;ACC0257;completed;Y
H106950;24/09/2024;Norwich Depot;East;WP-02;Water Pump 2in;3;22.88;ACC0043;completed;N
H106951;13/01/2024;Norwich Depot;East;EX-140;13T Excavator;7;324.31;;completed;Y
H106952;30/05/2024;Glasgow Depot;Scotland;SF-TOW;Site Tower Light;28;54.06;ACC0030;open;Y
H106953;04/02/2024;Cardiff Depot;Wales;DM-09;Diesel Dumper 9T;2;147.93;ACC0177;completed;Y
H106954;03/05/2024;Cardiff Depot;Wales;WP-02;Water Pump 2in;1;23.59;;completed;N
H106955;09/07/2024;Norwich Depot;East;WP-02;Water Pump 2in;3;24.17;ACC0112;completed;Y
H106956;17/09/2023;Bristol Depot;South West;GEN-60;60kVA Generator;14;88.5;ACC0042;open;Y
H106957;30/07/2023;Bristol Depot;South West;GEN-60;60kVA Generator;7;90.01;ACC0142;completed;Y
H106958;18/08/2024;Cardiff Depot;Wales;PB-15;Powered Barrow;5;42.17;ACC0206;completed;Y
H106959;08/01/2024;Glasgow Depot;Scotland;EX-140;13T Excavator;2;303.54;ACC0137;completed;Y
H106960;24/09/2024;Bristol Depot;South West;CM-350;Concrete Mixer 350L;2;33.9;ACC0063;completed;N
H106961;29/08/2023;Glasgow Depot;Scotland;GEN-60;60kVA Generator;2;100.65;ACC0118;completed;Y
H106962;18/09/2024;Bristol Depot;South West;DM-09;Diesel Dumper 9T;1;147.31;ACC0244;completed;Y
H106963;26/04/2023;Bristol Depot;South West;SC-22;Scissor Lift 22ft;2;76.0;ACC0017;completed;Y
H106964;02/07/2023;Cardiff Depot;Wales;WP-02;Water Pump 2in;2;21.64;ACC0162;completed;Y
H106965;14/11/2023;Bristol Depot;South West;GEN-60;60kVA Generator;14;101.31;ACC0078;completed;Y
